ID Pen Trait_1 Trait_2 Trait_3 Trait_4
M1154_4 12 0.187625014040574 -0.127704368331365 0 -0.00190401481607888
M2319_4 12 -0.234375049283993 -0.17920794838754 0 0.627232788924846
M2625_4 12 -0.831741740198477 -0.324885067061844 0 -0.553143452040509
M421_4 12 0.237069758749906 -0.0331710115711101 0 -0.532453917732834
M423_4 12 -0.998420192814531 0.459181214488137 0 -0.850321001896961
M989_4 12 -0.412918090676578 -0.763678519108004 0 -1.04141496697642
F1112_4 13 -0.00947474116603379 -1.29010354304053 0 1.10403171159699
F1425_4 13 -0.743307169856637 0.449607935366258 0 -0.298872834170319
F1601_4 13 -0.461997324361916 0.449711426739341 0 0.39345780845914
F1654_4 13 0.0666801625466729 0.0408380685390765 0 -0.0511593994440848
F2277_4 13 -0.313524012401723 0.0269017766062638 0 -0.211962466862004
F723_4 13 -0.922023719325882 0.685653895043745 0 0.57479113867923
F996_4 13 0.00871662206692601 -0.1813829528742 0 0.706177775050309
M1572_4 13 -0.48355496018362 0.13314396525495 0 0.181962117676215
M1833_4 13 0.40618752812958 -0.217625322585643 0 0.321918886411792
M2461_4 13 0.000451022441813012 -0.260892371574768 0 0.169884696283242
M2624_4 13 0.35258280974399 -0.0576820553050513 0 -0.310957584013241
M309_4 13 0.0218622381033622 0.842247037769368 0 0.157379992417988
M504_4 13 -0.112780142007915 0.4383601291022 0 -0.727263557980812
M785_4 13 -0.471385614974408 -0.304096206546857 0 0.00877804425732931
F104_4 14 0.928918569865876 0.981216293701935 0 0.662546786998032
F122_4 14 -0.877065055161722 -0.78666793748115 0 -0.0582920846751096
F1278_4 14 -0.142648556560162 -0.558283257992369 0 0.349173004981193
F1605_4 14 -1.08174371370423 -0.333675301006097 0 -0.0429177911738844
F344_4 14 -0.225585586980849 -0.15957129069284 0 -0.0260289411831413
F389_4 14 0.146001050555867 0.257576101040793 0 -0.542817575741969
F886_4 14 -1.05757795104781 -0.363810534172242 0 0.467901256564261
M1360_4 14 -0.244917970927112 -0.524361701204165 0 0.177417973583525
M1790_4 14 0.195992244918097 -0.670472249959739 0 0.30175667234416
M1822_4 14 0.687170214002266 0.0843577958450324 0 0.0637376478317019
M349_4 14 0.197466754337297 0.251750525533905 0 -0.0138934378169562
M441_4 14 0.299176979024036 0.476782642289145 0 0.00818737946877551
M470_4 14 -0.409740109737051 -0.387553367170606 0 0.200711453763396
M894_4 14 0.572569726136315 -0.585163370836641 0 1.18999612533846
F1358_4 15 0.580887800523614 0.375420598686361 0 0.357476300087349
F1686_4 15 0.424556457959477 -1.01415164557047 0 -0.158300169863256
F1886_4 15 0.55902778255269 0.11918750531622 0 0.359646752394487
F2248_4 15 -0.543038710262627 -0.204550006707454 0 0.380551201928364
F2637_4 15 0.214522794485716 0.429555769650074 0 -0.319383582733848
F2644_4 15 0.589476802155929 0.151701542522917 0 0.325286120630957
F393_4 15 0.612864435724949 0.512943127154453 0 0.524772801045488
F506_4 15 -0.254133372131952 -0.174143257417439 0 0.0950673089832152
F566_4 15 -0.384275341664847 -0.279242341815096 0 -0.424466941697386
F756_4 15 0.926684815144649 -0.437087275458794 0 1.0034602961931
M15_4 15 -0.203539485528725 0.673210174413559 0 -0.0782860427874037
M1956_4 15 0.269725216680086 -0.463809346039616 0 -0.0311012326765784
